transaction_id,sequence_number,workflow,entity,account,transaction_type,counterparty,reporting_period,amount,qualitative_flag,reversible,confirmed_control_error,scenario_id,scenario_type,scenario_step,oracle_required_action,fixed_transaction_id,fixed_action,fixed_route,fixed_risk_cell,fixed_initial_budget,fixed_effective_budget,fixed_projected_utilisation,fixed_utilisation_before,fixed_utilisation_after,fixed_tightening_active_before,fixed_tightening_triggered_after,uniform_cap_transaction_id,uniform_cap_action,uniform_cap_route,uniform_cap_risk_cell,uniform_cap_initial_budget,uniform_cap_effective_budget,uniform_cap_projected_utilisation,uniform_cap_utilisation_before,uniform_cap_utilisation_after,uniform_cap_tightening_active_before,uniform_cap_tightening_triggered_after,mcab_no_tightening_transaction_id,mcab_no_tightening_action,mcab_no_tightening_route,mcab_no_tightening_risk_cell,mcab_no_tightening_initial_budget,mcab_no_tightening_effective_budget,mcab_no_tightening_projected_utilisation,mcab_no_tightening_utilisation_before,mcab_no_tightening_utilisation_after,mcab_no_tightening_tightening_active_before,mcab_no_tightening_tightening_triggered_after,mcab_full_transaction_id,mcab_full_action,mcab_full_route,mcab_full_risk_cell,mcab_full_initial_budget,mcab_full_effective_budget,mcab_full_projected_utilisation,mcab_full_utilisation_before,mcab_full_utilisation_after,mcab_full_tightening_active_before,mcab_full_tightening_triggered_after
TXN0011,11,procure_to_pay,ENTITY_SMALL,ordinary_entity_small_011,invoice,SYNTH_ORDINARY_ENTITY_SMALL_011,2026-06,983.500000,none,True,False,ORD_ENTITY_SMALL_011,ordinary_low_risk,1,AUTO_EXECUTE,TXN0011,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,983.500000,,,False,False,TXN0011,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|ordinary_entity_small_011|SYNTH_ORDINARY_ENTITY_SMALL_011,50000.000000,50000.000000,983.500000,0.000000,983.500000,False,False,TXN0011,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|ordinary_entity_small_011|SYNTH_ORDINARY_ENTITY_SMALL_011,25000.000000,25000.000000,983.500000,0.000000,983.500000,False,False,TXN0011,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|ordinary_entity_small_011|SYNTH_ORDINARY_ENTITY_SMALL_011,25000.000000,25000.000000,983.500000,0.000000,983.500000,False,False
TXN0012,12,procure_to_pay,ENTITY_SMALL,ordinary_entity_small_012,invoice,SYNTH_ORDINARY_ENTITY_SMALL_012,2026-06,1970.000000,none,True,False,ORD_ENTITY_SMALL_012,ordinary_low_risk,1,AUTO_EXECUTE,TXN0012,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,1970.000000,,,False,False,TXN0012,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|ordinary_entity_small_012|SYNTH_ORDINARY_ENTITY_SMALL_012,50000.000000,50000.000000,1970.000000,0.000000,1970.000000,False,False,TXN0012,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|ordinary_entity_small_012|SYNTH_ORDINARY_ENTITY_SMALL_012,25000.000000,25000.000000,1970.000000,0.000000,1970.000000,False,False,TXN0012,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|ordinary_entity_small_012|SYNTH_ORDINARY_ENTITY_SMALL_012,25000.000000,25000.000000,1970.000000,0.000000,1970.000000,False,False
TXN0013,13,journal_entry_month_end_close,ENTITY_SMALL,ordinary_entity_small_013,standard_accrual,SYNTH_ORDINARY_ENTITY_SMALL_013,2026-07,983.000000,none,True,False,ORD_ENTITY_SMALL_013,ordinary_low_risk,1,AUTO_EXECUTE,TXN0013,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,983.000000,,,False,False,TXN0013,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-07|journal_entry_month_end_close|ordinary_entity_small_013|SYNTH_ORDINARY_ENTITY_SMALL_013,50000.000000,50000.000000,983.000000,0.000000,983.000000,False,False,TXN0013,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-07|journal_entry_month_end_close|ordinary_entity_small_013|SYNTH_ORDINARY_ENTITY_SMALL_013,25000.000000,25000.000000,983.000000,0.000000,983.000000,False,False,TXN0013,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-07|journal_entry_month_end_close|ordinary_entity_small_013|SYNTH_ORDINARY_ENTITY_SMALL_013,25000.000000,25000.000000,983.000000,0.000000,983.000000,False,False
TXN0014,14,procure_to_pay,ENTITY_SMALL,ordinary_entity_small_014,invoice,SYNTH_ORDINARY_ENTITY_SMALL_014,2026-06,1325.000000,none,True,False,ORD_ENTITY_SMALL_014,ordinary_low_risk,1,AUTO_EXECUTE,TXN0014,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,1325.000000,,,False,False,TXN0014,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|ordinary_entity_small_014|SYNTH_ORDINARY_ENTITY_SMALL_014,50000.000000,50000.000000,1325.000000,0.000000,1325.000000,False,False,TXN0014,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|ordinary_entity_small_014|SYNTH_ORDINARY_ENTITY_SMALL_014,25000.000000,25000.000000,1325.000000,0.000000,1325.000000,False,False,TXN0014,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|ordinary_entity_small_014|SYNTH_ORDINARY_ENTITY_SMALL_014,25000.000000,25000.000000,1325.000000,0.000000,1325.000000,False,False
TXN0015,15,journal_entry_month_end_close,ENTITY_SMALL,ordinary_entity_small_015,standard_accrual,SYNTH_ORDINARY_ENTITY_SMALL_015,2026-06,830.000000,none,False,False,ORD_ENTITY_SMALL_015,ordinary_low_risk,1,AUTO_EXECUTE,TXN0015,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,830.000000,,,False,False,TXN0015,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|journal_entry_month_end_close|ordinary_entity_small_015|SYNTH_ORDINARY_ENTITY_SMALL_015,50000.000000,50000.000000,830.000000,0.000000,830.000000,False,False,TXN0015,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|journal_entry_month_end_close|ordinary_entity_small_015|SYNTH_ORDINARY_ENTITY_SMALL_015,25000.000000,25000.000000,830.000000,0.000000,830.000000,False,False,TXN0015,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|journal_entry_month_end_close|ordinary_entity_small_015|SYNTH_ORDINARY_ENTITY_SMALL_015,25000.000000,25000.000000,830.000000,0.000000,830.000000,False,False
TXN0016,16,journal_entry_month_end_close,ENTITY_SMALL,ordinary_entity_small_016,standard_accrual,SYNTH_ORDINARY_ENTITY_SMALL_016,2026-06,725.000000,none,False,False,ORD_ENTITY_SMALL_016,ordinary_low_risk,1,AUTO_EXECUTE,TXN0016,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,725.000000,,,False,False,TXN0016,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|journal_entry_month_end_close|ordinary_entity_small_016|SYNTH_ORDINARY_ENTITY_SMALL_016,50000.000000,50000.000000,725.000000,0.000000,725.000000,False,False,TXN0016,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|journal_entry_month_end_close|ordinary_entity_small_016|SYNTH_ORDINARY_ENTITY_SMALL_016,25000.000000,25000.000000,725.000000,0.000000,725.000000,False,False,TXN0016,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|journal_entry_month_end_close|ordinary_entity_small_016|SYNTH_ORDINARY_ENTITY_SMALL_016,25000.000000,25000.000000,725.000000,0.000000,725.000000,False,False
TXN0017,17,journal_entry_month_end_close,ENTITY_SMALL,ordinary_entity_small_017,standard_accrual,SYNTH_ORDINARY_ENTITY_SMALL_017,2026-07,1669.000000,none,True,False,ORD_ENTITY_SMALL_017,ordinary_low_risk,1,AUTO_EXECUTE,TXN0017,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,1669.000000,,,False,False,TXN0017,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-07|journal_entry_month_end_close|ordinary_entity_small_017|SYNTH_ORDINARY_ENTITY_SMALL_017,50000.000000,50000.000000,1669.000000,0.000000,1669.000000,False,False,TXN0017,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-07|journal_entry_month_end_close|ordinary_entity_small_017|SYNTH_ORDINARY_ENTITY_SMALL_017,25000.000000,25000.000000,1669.000000,0.000000,1669.000000,False,False,TXN0017,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-07|journal_entry_month_end_close|ordinary_entity_small_017|SYNTH_ORDINARY_ENTITY_SMALL_017,25000.000000,25000.000000,1669.000000,0.000000,1669.000000,False,False
TXN0018,18,journal_entry_month_end_close,ENTITY_SMALL,ordinary_entity_small_018,standard_accrual,SYNTH_ORDINARY_ENTITY_SMALL_018,2026-06,1011.000000,none,True,False,ORD_ENTITY_SMALL_018,ordinary_low_risk,1,AUTO_EXECUTE,TXN0018,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,1011.000000,,,False,False,TXN0018,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|journal_entry_month_end_close|ordinary_entity_small_018|SYNTH_ORDINARY_ENTITY_SMALL_018,50000.000000,50000.000000,1011.000000,0.000000,1011.000000,False,False,TXN0018,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|journal_entry_month_end_close|ordinary_entity_small_018|SYNTH_ORDINARY_ENTITY_SMALL_018,25000.000000,25000.000000,1011.000000,0.000000,1011.000000,False,False,TXN0018,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|journal_entry_month_end_close|ordinary_entity_small_018|SYNTH_ORDINARY_ENTITY_SMALL_018,25000.000000,25000.000000,1011.000000,0.000000,1011.000000,False,False
TXN0019,19,procure_to_pay,ENTITY_SMALL,ordinary_entity_small_019,invoice,SYNTH_ORDINARY_ENTITY_SMALL_019,2026-07,1571.000000,none,True,False,ORD_ENTITY_SMALL_019,ordinary_low_risk,1,AUTO_EXECUTE,TXN0019,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,1571.000000,,,False,False,TXN0019,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-07|procure_to_pay|ordinary_entity_small_019|SYNTH_ORDINARY_ENTITY_SMALL_019,50000.000000,50000.000000,1571.000000,0.000000,1571.000000,False,False,TXN0019,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-07|procure_to_pay|ordinary_entity_small_019|SYNTH_ORDINARY_ENTITY_SMALL_019,25000.000000,25000.000000,1571.000000,0.000000,1571.000000,False,False,TXN0019,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-07|procure_to_pay|ordinary_entity_small_019|SYNTH_ORDINARY_ENTITY_SMALL_019,25000.000000,25000.000000,1571.000000,0.000000,1571.000000,False,False
TXN0020,20,procure_to_pay,ENTITY_SMALL,ordinary_entity_small_020,invoice,SYNTH_ORDINARY_ENTITY_SMALL_020,2026-06,591.500000,none,True,False,ORD_ENTITY_SMALL_020,ordinary_low_risk,1,AUTO_EXECUTE,TXN0020,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,591.500000,,,False,False,TXN0020,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|ordinary_entity_small_020|SYNTH_ORDINARY_ENTITY_SMALL_020,50000.000000,50000.000000,591.500000,0.000000,591.500000,False,False,TXN0020,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|ordinary_entity_small_020|SYNTH_ORDINARY_ENTITY_SMALL_020,25000.000000,25000.000000,591.500000,0.000000,591.500000,False,False,TXN0020,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|ordinary_entity_small_020|SYNTH_ORDINARY_ENTITY_SMALL_020,25000.000000,25000.000000,591.500000,0.000000,591.500000,False,False
TXN0021,21,journal_entry_month_end_close,ENTITY_SMALL,ordinary_entity_small_021,standard_accrual,SYNTH_ORDINARY_ENTITY_SMALL_021,2026-06,1666.500000,none,True,False,ORD_ENTITY_SMALL_021,ordinary_low_risk,1,AUTO_EXECUTE,TXN0021,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,1666.500000,,,False,False,TXN0021,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|journal_entry_month_end_close|ordinary_entity_small_021|SYNTH_ORDINARY_ENTITY_SMALL_021,50000.000000,50000.000000,1666.500000,0.000000,1666.500000,False,False,TXN0021,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|journal_entry_month_end_close|ordinary_entity_small_021|SYNTH_ORDINARY_ENTITY_SMALL_021,25000.000000,25000.000000,1666.500000,0.000000,1666.500000,False,False,TXN0021,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|journal_entry_month_end_close|ordinary_entity_small_021|SYNTH_ORDINARY_ENTITY_SMALL_021,25000.000000,25000.000000,1666.500000,0.000000,1666.500000,False,False
TXN0022,22,procure_to_pay,ENTITY_SMALL,ordinary_entity_small_022,invoice,SYNTH_ORDINARY_ENTITY_SMALL_022,2026-07,1341.000000,none,True,False,ORD_ENTITY_SMALL_022,ordinary_low_risk,1,AUTO_EXECUTE,TXN0022,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,1341.000000,,,False,False,TXN0022,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-07|procure_to_pay|ordinary_entity_small_022|SYNTH_ORDINARY_ENTITY_SMALL_022,50000.000000,50000.000000,1341.000000,0.000000,1341.000000,False,False,TXN0022,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-07|procure_to_pay|ordinary_entity_small_022|SYNTH_ORDINARY_ENTITY_SMALL_022,25000.000000,25000.000000,1341.000000,0.000000,1341.000000,False,False,TXN0022,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-07|procure_to_pay|ordinary_entity_small_022|SYNTH_ORDINARY_ENTITY_SMALL_022,25000.000000,25000.000000,1341.000000,0.000000,1341.000000,False,False
