transaction_id,sequence_number,workflow,entity,account,transaction_type,counterparty,reporting_period,amount,qualitative_flag,reversible,confirmed_control_error,scenario_id,scenario_type,scenario_step,oracle_required_action
TXN0091,91,procure_to_pay,ENTITY_A,aggregation_test,invoice,SYNTH_VENDOR_AGG,2026-06,7800.000000,none,True,False,AGG_P2P,aggregation_pressure,1,AUTO_EXECUTE
TXN0092,92,procure_to_pay,ENTITY_A,aggregation_test,invoice,SYNTH_VENDOR_AGG,2026-06,8200.000000,none,True,False,AGG_P2P,aggregation_pressure,2,AUTO_EXECUTE
TXN0093,93,procure_to_pay,ENTITY_A,aggregation_test,invoice,SYNTH_VENDOR_AGG,2026-06,7600.000000,none,True,False,AGG_P2P,aggregation_pressure,3,AUTO_EXECUTE
TXN0094,94,procure_to_pay,ENTITY_A,aggregation_test,invoice,SYNTH_VENDOR_AGG,2026-06,8400.000000,none,True,False,AGG_P2P,aggregation_pressure,4,AUTO_EXECUTE
TXN0095,95,procure_to_pay,ENTITY_A,aggregation_test,invoice,SYNTH_VENDOR_AGG,2026-06,7900.000000,none,True,False,AGG_P2P,aggregation_pressure,5,AUTO_EXECUTE
TXN0096,96,procure_to_pay,ENTITY_A,aggregation_test,invoice,SYNTH_VENDOR_AGG,2026-06,8100.000000,none,True,False,AGG_P2P,aggregation_pressure,6,INDEPENDENT_REVIEW
TXN0097,97,procure_to_pay,ENTITY_A,aggregation_test,invoice,SYNTH_VENDOR_AGG,2026-06,8300.000000,none,True,False,AGG_P2P,aggregation_pressure,7,INDEPENDENT_REVIEW
TXN0098,98,procure_to_pay,ENTITY_A,aggregation_test,invoice,SYNTH_VENDOR_AGG,2026-06,7700.000000,none,True,False,AGG_P2P,aggregation_pressure,8,INDEPENDENT_REVIEW
TXN0099,99,procure_to_pay,ENTITY_A,aggregation_test,invoice,SYNTH_VENDOR_AGG,2026-06,8250.000000,none,True,False,AGG_P2P,aggregation_pressure,9,INDEPENDENT_REVIEW
TXN0100,100,procure_to_pay,ENTITY_A,aggregation_test,invoice,SYNTH_VENDOR_AGG,2026-06,7950.000000,none,True,False,AGG_P2P,aggregation_pressure,10,INDEPENDENT_REVIEW
TXN0101,101,procure_to_pay,ENTITY_A,accrued_liability,invoice,SYNTH_VENDOR_02,2026-06,3554.000000,none,True,False,ORD_0101,ordinary_low_risk,1,AUTO_EXECUTE
TXN0102,102,procure_to_pay,ENTITY_A,accrued_liability,invoice,SYNTH_VENDOR_10,2026-07,2426.000000,none,True,False,ORD_0102,ordinary_low_risk,1,AUTO_EXECUTE
TXN0103,103,journal_entry_month_end_close,ENTITY_B,cash_clearing,standard_accrual,INTERNAL,2026-06,2116.000000,none,True,False,ORD_0103,ordinary_low_risk,1,AUTO_EXECUTE
TXN0104,104,journal_entry_month_end_close,ENTITY_B,cash_clearing,standard_accrual,INTERNAL,2026-07,1140.000000,none,True,False,ORD_0104,ordinary_low_risk,1,AUTO_EXECUTE
TXN0105,105,procure_to_pay,ENTITY_B,operating_expense,invoice,SYNTH_VENDOR_08,2026-06,1495.000000,none,True,False,ORD_0105,ordinary_low_risk,1,AUTO_EXECUTE
TXN0106,106,procure_to_pay,ENTITY_B,operating_expense,invoice,SYNTH_VENDOR_06,2026-07,3530.000000,none,True,False,ORD_0106,ordinary_low_risk,1,AUTO_EXECUTE
TXN0107,107,journal_entry_month_end_close,ENTITY_A,accrued_liability,standard_accrual,INTERNAL,2026-06,712.000000,none,True,False,ORD_0107,ordinary_low_risk,1,AUTO_EXECUTE
TXN0108,108,procure_to_pay,ENTITY_B,accrued_liability,invoice,SYNTH_VENDOR_08,2026-06,3989.000000,none,True,False,ORD_0108,ordinary_low_risk,1,AUTO_EXECUTE
TXN0109,109,journal_entry_month_end_close,ENTITY_A,operating_expense,standard_accrual,INTERNAL,2026-06,2097.000000,none,True,False,ORD_0109,ordinary_low_risk,1,AUTO_EXECUTE
TXN0110,110,procure_to_pay,ENTITY_A,operating_expense,invoice,SYNTH_VENDOR_05,2026-06,4197.000000,none,True,False,ORD_0110,ordinary_low_risk,1,AUTO_EXECUTE
TXN0111,111,procure_to_pay,ENTITY_A,accrued_liability,invoice,SYNTH_VENDOR_10,2026-06,1734.000000,none,True,False,ORD_0111,ordinary_low_risk,1,AUTO_EXECUTE
TXN0112,112,journal_entry_month_end_close,ENTITY_B,cash_clearing,standard_accrual,INTERNAL,2026-07,623.000000,none,True,False,ORD_0112,ordinary_low_risk,1,AUTO_EXECUTE
TXN0113,113,procure_to_pay,ENTITY_B,cash_clearing,invoice,SYNTH_VENDOR_03,2026-07,2530.000000,none,True,False,ORD_0113,ordinary_low_risk,1,AUTO_EXECUTE
TXN0114,114,procure_to_pay,ENTITY_B,accrued_liability,invoice,SYNTH_VENDOR_05,2026-07,1802.000000,none,True,False,ORD_0114,ordinary_low_risk,1,AUTO_EXECUTE
TXN0115,115,journal_entry_month_end_close,ENTITY_A,accrued_liability,standard_accrual,INTERNAL,2026-07,3165.000000,none,True,False,ORD_0115,ordinary_low_risk,1,AUTO_EXECUTE
TXN0116,116,journal_entry_month_end_close,ENTITY_B,accrued_liability,standard_accrual,INTERNAL,2026-06,2295.000000,none,True,False,ORD_0116,ordinary_low_risk,1,AUTO_EXECUTE
TXN0117,117,journal_entry_month_end_close,ENTITY_A,accrued_liability,standard_accrual,INTERNAL,2026-07,3213.000000,none,True,False,ORD_0117,ordinary_low_risk,1,AUTO_EXECUTE
TXN0118,118,journal_entry_month_end_close,ENTITY_B,cash_clearing,standard_accrual,INTERNAL,2026-07,2099.000000,none,True,False,ORD_0118,ordinary_low_risk,1,AUTO_EXECUTE
TXN0119,119,journal_entry_month_end_close,ENTITY_A,cash_clearing,standard_accrual,INTERNAL,2026-06,572.000000,none,True,False,ORD_0119,ordinary_low_risk,1,AUTO_EXECUTE
TXN0120,120,journal_entry_month_end_close,ENTITY_A,cash_clearing,standard_accrual,INTERNAL,2026-07,608.000000,none,True,False,ORD_0120,ordinary_low_risk,1,AUTO_EXECUTE
TXN0121,121,journal_entry_month_end_close,ENTITY_B,cash_clearing,standard_accrual,INTERNAL,2026-07,1317.000000,none,True,False,ORD_0121,ordinary_low_risk,1,AUTO_EXECUTE
TXN0122,122,procure_to_pay,ENTITY_A,operating_expense,invoice,SYNTH_VENDOR_10,2026-06,650.000000,none,False,False,ORD_0122,ordinary_low_risk,1,AUTO_EXECUTE
TXN0123,123,procure_to_pay,ENTITY_B,operating_expense,invoice,SYNTH_VENDOR_07,2026-06,713.000000,none,True,False,ORD_0123,ordinary_low_risk,1,AUTO_EXECUTE
TXN0124,124,journal_entry_month_end_close,ENTITY_B,operating_expense,standard_accrual,INTERNAL,2026-07,642.000000,none,False,False,ORD_0124,ordinary_low_risk,1,AUTO_EXECUTE
TXN0125,125,procure_to_pay,ENTITY_B,operating_expense,invoice,SYNTH_VENDOR_03,2026-07,2588.000000,none,True,False,ORD_0125,ordinary_low_risk,1,AUTO_EXECUTE
TXN0126,126,procure_to_pay,ENTITY_B,cash_clearing,invoice,SYNTH_VENDOR_06,2026-07,3180.000000,none,True,False,ORD_0126,ordinary_low_risk,1,AUTO_EXECUTE
TXN0127,127,journal_entry_month_end_close,ENTITY_A,operating_expense,standard_accrual,INTERNAL,2026-07,2224.000000,none,True,False,ORD_0127,ordinary_low_risk,1,AUTO_EXECUTE
TXN0128,128,journal_entry_month_end_close,ENTITY_A,cash_clearing,standard_accrual,INTERNAL,2026-07,2249.000000,none,True,False,ORD_0128,ordinary_low_risk,1,AUTO_EXECUTE
TXN0129,129,procure_to_pay,ENTITY_B,accrued_liability,invoice,SYNTH_VENDOR_01,2026-07,1813.000000,none,True,False,ORD_0129,ordinary_low_risk,1,AUTO_EXECUTE
TXN0130,130,procure_to_pay,ENTITY_B,operating_expense,invoice,SYNTH_VENDOR_02,2026-06,2934.000000,none,True,False,ORD_0130,ordinary_low_risk,1,AUTO_EXECUTE
TXN0131,131,procure_to_pay,ENTITY_B,accrued_liability,invoice,SYNTH_VENDOR_07,2026-06,3488.000000,none,True,False,ORD_0131,ordinary_low_risk,1,AUTO_EXECUTE
TXN0132,132,journal_entry_month_end_close,ENTITY_A,operating_expense,standard_accrual,INTERNAL,2026-06,2575.000000,none,True,False,ORD_0132,ordinary_low_risk,1,AUTO_EXECUTE
TXN0133,133,journal_entry_month_end_close,ENTITY_B,cash_clearing,standard_accrual,INTERNAL,2026-06,3713.000000,none,True,False,ORD_0133,ordinary_low_risk,1,AUTO_EXECUTE
TXN0134,134,procure_to_pay,ENTITY_A,operating_expense,invoice,SYNTH_VENDOR_11,2026-07,2524.000000,none,True,False,ORD_0134,ordinary_low_risk,1,AUTO_EXECUTE
TXN0135,135,procure_to_pay,ENTITY_A,accrued_liability,invoice,SYNTH_VENDOR_08,2026-06,1250.000000,none,True,False,ORD_0135,ordinary_low_risk,1,AUTO_EXECUTE
TXN0136,136,procure_to_pay,ENTITY_A,accrued_liability,invoice,SYNTH_VENDOR_10,2026-07,2497.000000,none,True,False,ORD_0136,ordinary_low_risk,1,AUTO_EXECUTE
TXN0137,137,procure_to_pay,ENTITY_B,accrued_liability,invoice,SYNTH_VENDOR_08,2026-07,635.000000,none,True,False,ORD_0137,ordinary_low_risk,1,AUTO_EXECUTE
TXN0138,138,procure_to_pay,ENTITY_B,accrued_liability,invoice,SYNTH_VENDOR_05,2026-06,1665.000000,none,True,False,ORD_0138,ordinary_low_risk,1,AUTO_EXECUTE
TXN0139,139,journal_entry_month_end_close,ENTITY_A,cash_clearing,standard_accrual,INTERNAL,2026-07,3342.000000,none,False,False,ORD_0139,ordinary_low_risk,1,AUTO_EXECUTE
TXN0140,140,procure_to_pay,ENTITY_A,cash_clearing,invoice,SYNTH_VENDOR_10,2026-07,1825.000000,none,True,False,ORD_0140,ordinary_low_risk,1,AUTO_EXECUTE
TXN0141,141,journal_entry_month_end_close,ENTITY_B,operating_expense,standard_accrual,INTERNAL,2026-06,2219.000000,none,True,False,ORD_0141,ordinary_low_risk,1,AUTO_EXECUTE
TXN0142,142,procure_to_pay,ENTITY_A,cash_clearing,invoice,SYNTH_VENDOR_04,2026-06,988.000000,none,True,False,ORD_0142,ordinary_low_risk,1,AUTO_EXECUTE
